"Journal Data Filtered By:  Selected JCR Year: 2019 Selected Editions: SCIE Selected Categories: 'ACOUSTICS','AGRICULTURAL ECONOMICS & POLICY','AGRICULTURAL ENGINEERING','AGRICULTURE, DAIRY & ANIMAL SCIENCE','AGRICULTURE, MULTIDISCIPLINARY','AGRONOMY','AUTOMATION & CONTROL SYSTEMS','BEHAVIORAL SCIENCES','BIOCHEMICAL RESEARCH METHODS','BIOCHEMISTRY & MOLECULAR BIOLOGY','BIODIVERSITY CONSERVATION','BIOLOGY','BIOPHYSICS','BIOTECHNOLOGY & APPLIED MICROBIOLOGY','BUSINESS','BUSINESS, FINANCE','COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE','COMPUTER SCIENCE, CYBERNETICS','COMPUTER SCIENCE, HARDWARE & ARCHITECTURE','COMPUTER SCIENCE, INFORMATION SYSTEMS','COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS','COMPUTER SCIENCE, SOFTWARE ENGINEERING','COMPUTER SCIENCE, THEORY & METHODS','CONSTRUCTION & BUILDING TECHNOLOGY','ECOLOGY','ECONOMICS','ENERGY & FUELS','ENGINEERING, AEROSPACE','ENGINEERING, BIOMEDICAL','ENGINEERING, CHEMICAL','ENGINEERING, CIVIL','ENGINEERING, ELECTRICAL & ELECTRONIC','ENGINEERING, ENVIRONMENTAL','ENGINEERING, GEOLOGICAL','ENGINEERING, INDUSTRIAL','ENGINEERING, MANUFACTURING','ENGINEERING, MARINE','ENGINEERING, MECHANICAL','ENGINEERING, MULTIDISCIPLINARY','ENGINEERING, OCEAN','ENGINEERING, PETROLEUM','ENTOMOLOGY','MANAGEMENT','MARINE & FRESHWATER BIOLOGY','MATERIALS SCIENCE, BIOMATERIALS','MATERIALS SCIENCE, CERAMICS','MATERIALS SCIENCE, CHARACTERIZATION & TESTING','MATERIALS SCIENCE, COATINGS & FILMS','MATERIALS SCIENCE, COMPOSITES','MATERIALS SCIENCE, MULTIDISCIPLINARY','MATERIALS SCIENCE, PAPER & WOOD','MATERIALS SCIENCE, TEXTILES','MATHEMATICS, APPLIED','MATHEMATICS, INTERDISCIPLINARY APPLICATIONS','MECHANICS','METALLURGY & METALLURGICAL ENGINEERING','MULTIDISCIPLINARY SCIENCES','OPERATIONS RESEARCH & MANAGEMENT SCIENCE' Selected Category Scheme: WoS",,,,
Rank,Full Journal Title,Total Cites,Journal Impact Factor,Eigenfactor Score
3024,INDIAN JOURNAL OF EXPERIMENTAL BIOLOGY,"3,018",0.783,0.000990
3024,INSIGHT,862,0.783,0.000670
3026,ACOUSTICAL PHYSICS,896,0.782,0.000770
3026,IEEE Latin America Transactions,"1,680",0.782,0.002020
3028,INTERNATIONAL POLYMER PROCESSING,903,0.781,0.000570
3028,Proceedings of the Institution of Civil Engineers-Energy,167,0.781,0.000210
3030,Stahlbau,609,0.780,0.000560
3031,Chalcogenide Letters,743,0.779,0.000560
3032,AFRICAN JOURNAL OF AQUATIC SCIENCE,508,0.778,0.000550
3032,ANNALS OF MATHEMATICS AND ARTIFICIAL INTELLIGENCE,806,0.778,0.001200
3032,DEUTSCHE ENTOMOLOGISCHE ZEITSCHRIFT,660,0.778,0.000190
3032,MODELING IDENTIFICATION AND CONTROL,366,0.778,0.000230
3032,SORT-Statistics and Operations Research Transactions,161,0.778,0.000430
3032,Statistical Applications in Genetics and Molecular Biology,"1,334",0.778,0.000780
3038,JOURNAL OF APICULTURAL SCIENCE,359,0.776,0.000400
3039,Control Engineering and Applied Informatics,276,0.775,0.000190
3039,FIBRES & TEXTILES IN EASTERN EUROPE,"1,544",0.775,0.000730
3039,INTERFACES,"1,728",0.775,0.000980
3039,NORDIC PULP & PAPER RESEARCH JOURNAL,"1,150",0.775,0.000820
3039,SCIENCE OF COMPUTER PROGRAMMING,"1,253",0.775,0.001900
3044,QUARTERLY OF APPLIED MATHEMATICS,"2,772",0.774,0.001200
3045,JOURNAL OF PLANT BIOCHEMISTRY AND BIOTECHNOLOGY,649,0.773,0.000620
3046,MATERIALS EVALUATION,499,0.772,0.000240
3047,Journal of Nanoelectronics and Optoelectronics,776,0.771,0.000960
3048,CAHIERS AGRICULTURES,390,0.770,0.000330
3048,JOURNAL OF PURE AND APPLIED ALGEBRA,"3,758",0.770,0.010690
3050,Collectanea Mathematica,452,0.769,0.001150
3051,ACTA AMAZONICA,"1,583",0.768,0.000880
3052,COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS,"6,051",0.767,0.002330
3053,FORSCHUNG IM INGENIEURWESEN-ENGINEERING RESEARCH,308,0.766,0.000150
3053,MATHEMATICAL AND COMPUTER MODELLING OF DYNAMICAL SYSTEMS,409,0.766,0.000350
3055,ACM TRANSACTIONS ON PROGRAMMING LANGUAGES AND SYSTEMS,991,0.765,0.000410
3055,KOVOVE MATERIALY-METALLIC MATERIALS,421,0.765,0.000320
3055,Romanian Biotechnological Letters,"1,026",0.765,0.000740
3058,Automatika,318,0.764,0.000250
3058,JOURNAL OF BIOLOGICAL EDUCATION,656,0.764,0.000370
3058,JOURNAL OF CLINICAL ULTRASOUND,"2,018",0.764,0.001440
3058,Plankton & Benthos Research,285,0.764,0.000290
3062,Egyptian Journal of Biological Pest Control,341,0.763,0.000460
3063,AQUATIC ECOSYSTEM HEALTH & MANAGEMENT,860,0.761,0.000780
3063,PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-MUNICIPAL ENGINEER,271,0.761,0.000210
3063,Stochastics-An International Journal of Probability and Stochastic Processes,690,0.761,0.002080
3066,Revue Roumaine des Sciences Techniques-Serie Electrotechnique et Energetique,354,0.760,0.000100
3067,Brazilian Journal of Poultry Science,"1,077",0.759,0.001030
3068,ACM Transactions on Algorithms,771,0.758,0.002260
3069,ASIA-PACIFIC JOURNAL OF OPERATIONAL RESEARCH,485,0.757,0.000810
3069,DISTRIBUTED AND PARALLEL DATABASES,290,0.757,0.000290
3069,OPERATIONS RESEARCH LETTERS,"2,982",0.757,0.004210
3072,ENVIRONMENTAL & ENGINEERING GEOSCIENCE,559,0.755,0.000260
3073,ANNALS OF PURE AND APPLIED LOGIC,"1,223",0.752,0.003990
3073,International Journal of Oil Gas and Coal Technology,352,0.752,0.000570
3075,Cognitive and Behavioral Neurology,760,0.750,0.000630
3075,NOTA LEPIDOPTEROLOGICA,180,0.750,0.000250
3075,Review of Symbolic Logic,348,0.750,0.000940
3075,SIAM JOURNAL ON DISCRETE MATHEMATICS,"2,209",0.750,0.007510
3079,AQUATIC MAMMALS,"1,199",0.748,0.000900
3079,MATERIALS SCIENCE,961,0.748,0.000300
3079,Undersea and Hyperbaric Medicine,994,0.748,0.000780
3082,THEORETICAL COMPUTER SCIENCE,"7,846",0.747,0.011780
3083,ACTA ADRIATICA,440,0.746,0.000380
3083,JOURNAL OF MATHEMATICAL ECONOMICS,"1,429",0.746,0.003600
3085,MATERIALWISSENSCHAFT UND WERKSTOFFTECHNIK,"1,323",0.744,0.000930
3086,Economic Computation and Economic Cybernetics Studies and Research,366,0.743,0.000460
3087,Avian Biology Research,302,0.742,0.000450
3087,JOURNAL OF THE INDIAN INSTITUTE OF SCIENCE,419,0.742,0.000370
3087,Progress in Rubber Plastics and Recycling Technology,163,0.742,0.000100
3090,IEEE ANNALS OF THE HISTORY OF COMPUTING,291,0.741,0.000200
3091,Annals of Functional Analysis,251,0.740,0.001170
3092,Complex Analysis and Operator Theory,580,0.739,0.002240
3092,International Journal of Wavelets Multiresolution and Information Processing,486,0.739,0.000550
3094,Computational Methods and Function Theory,326,0.738,0.001030
3094,Gesunde Pflanzen,199,0.738,0.000140
3094,IEEE Pulse,350,0.738,0.000550
3097,Journal of Electrical Engineering & Technology,"1,348",0.736,0.001580
3098,Advances in Mathematics of Communications,378,0.734,0.002280
3098,PROCESS SAFETY PROGRESS,832,0.734,0.000590
3100,AFRICAN JOURNAL OF MARINE SCIENCE,933,0.733,0.001170
3100,FORUM MATHEMATICUM,887,0.733,0.004630
3100,INTERNATIONAL JOURNAL OF TURBO & JET-ENGINES,294,0.733,0.000230
3100,JOURNAL OF BIOLOGICAL SYSTEMS,442,0.733,0.000350
3100,TRANSACTIONS OF THE JAPAN SOCIETY FOR AERONAUTICAL AND SPACE SCIENCES,397,0.733,0.000630
3100,TRANSACTIONS OF THE ROYAL SOCIETY OF SOUTH AUSTRALIA,447,0.733,0.000130
3106,International Journal of Ventilation,420,0.732,0.000250
3107,AGRICULTURAL AND FOOD SCIENCE,642,0.731,0.000370
3107,MATERIALS TRANSACTIONS,"9,374",0.731,0.003860
3109,DEFENCE SCIENCE JOURNAL,"1,041",0.730,0.000630
3110,International Journal of Acoustics and Vibration,290,0.729,0.000350
3110,JOURNAL OF SCIENTIFIC & INDUSTRIAL RESEARCH,"2,015",0.729,0.000560
3112,Journal of Noncommutative Geometry,323,0.727,0.002150
3112,PAN-PACIFIC ENTOMOLOGIST,458,0.727,0.000230
3114,Ocean Science Journal,548,0.726,0.000710
3115,CURRENT SCIENCE,"10,770",0.725,0.005670
3115,NATURAL AREAS JOURNAL,796,0.725,0.000880
3117,Journal of the Faculty of Engineering and Architecture of Gazi University,565,0.724,0.000360
3118,Malaysian Journal of Computer Science,119,0.723,0.000080
3119,Latin American Journal of Aquatic Research,834,0.721,0.001450
3120,Chemical Industry & Chemical Engineering Quarterly,568,0.720,0.000480
3120,ELECTRONIC TRANSACTIONS ON NUMERICAL ANALYSIS,705,0.720,0.001660
3122,Archives of Biological Sciences,899,0.719,0.000850
3123,INTERFACES AND FREE BOUNDARIES,384,0.718,0.001150
3124,TURKISH JOURNAL OF BIOLOGY,"1,299",0.716,0.001050
3125,INTERNATIONAL JOURNAL OF MATERIALS & PRODUCT TECHNOLOGY,515,0.714,0.000290
3125,International Journal of Ad Hoc and Ubiquitous Computing,371,0.714,0.000330
3127,AFRICAN JOURNAL OF ECOLOGY,"1,850",0.713,0.001260
3127,Revista Caatinga,767,0.713,0.001080
3129,APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,"1,395",0.712,0.001670
3130,SIGMOD RECORD,"1,681",0.711,0.000960
3131,AMERICAN SCIENTIST,"2,428",0.710,0.001020
3132,Elektronika Ir Elektrotechnika,815,0.707,0.000520
3133,INTEGRAL TRANSFORMS AND SPECIAL FUNCTIONS,"1,099",0.705,0.001560
3134,Data Technologies and Applications,30,0.704,0.000030
3134,NAVAL RESEARCH LOGISTICS,"3,213",0.704,0.001260
3136,JOURNAL OF MULTIPLE-VALUED LOGIC AND SOFT COMPUTING,440,0.703,0.000370
3136,Tropical Grasslands-Forrajes Tropicales,286,0.703,0.000270
3138,CRYOLETTERS,929,0.702,0.000620
3138,JOURNAL OF NEW MUSIC RESEARCH,487,0.702,0.000560
3140,JOURNAL OF UNIVERSAL COMPUTER SCIENCE,954,0.701,0.000530
3141,African Journal of Wildlife Research,86,0.700,0.000350
3141,SCIENCE AND ENGINEERING OF COMPOSITE MATERIALS,519,0.700,0.000650
3143,Materiali in Tehnologije,851,0.697,0.000770
3144,Periodica Mathematica Hungarica,563,0.693,0.001100
3145,FOLIA BIOLOGICA,520,0.691,0.000430
3146,Nauplius,275,0.690,0.000410
3146,Open Life Sciences,202,0.690,0.000390
3146,SOCIOBIOLOGY,"1,222",0.690,0.001110
3149,International Journal on Artificial Intelligence Tools,495,0.689,0.000700
3149,Journal of Applied Fluid Mechanics,"1,077",0.689,0.001410
3151,ACM Transactions on Computational Logic,468,0.688,0.001140
3151,ANIMAL SCIENCE PAPERS AND REPORTS,436,0.688,0.000390
3151,Communications in Applied Mathematics and Computational Science,430,0.688,0.000340
3151,WOOD RESEARCH,661,0.688,0.000700
3155,Journal of Ovonic Research,216,0.687,0.000200
3156,Journal of Electrical Engineering-Elektrotechnicky Casopis,557,0.686,0.000460
3157,European Poultry Science,204,0.685,0.000470
3157,Journal of Logical and Algebraic Methods in Programming,175,0.685,0.000760
3159,INTERNATIONAL JOURNAL OF APPLIED ELECTROMAGNETICS AND MECHANICS,"1,225",0.684,0.001570
3159,World Rabbit Science,550,0.684,0.000290
3161,ASYMPTOTIC ANALYSIS,829,0.682,0.002010
3161,RUSSIAN JOURNAL OF BIOORGANIC CHEMISTRY,991,0.682,0.000890
3161,Turkish Journal of Electrical Engineering and Computer Sciences,"1,315",0.682,0.001600
3164,APPLIED COMPUTATIONAL ELECTROMAGNETICS SOCIETY JOURNAL,946,0.680,0.000870
3164,Current Proteomics,286,0.680,0.000310
3166,AMERICAN MIDLAND NATURALIST,"3,490",0.677,0.000750
3166,Biomolecular NMR Assignments,323,0.677,0.000840
3166,HIGH TEMPERATURE MATERIALS AND PROCESSES,592,0.677,0.000620
3166,INFORMATION PROCESSING LETTERS,"3,618",0.677,0.003860
3170,Pacific Journal of Optimization,450,0.675,0.000990
3171,JOURNAL OF THE AMERICAN LEATHER CHEMISTS ASSOCIATION,460,0.674,0.000190
3172,FORMAL METHODS IN SYSTEM DESIGN,351,0.673,0.000290
3172,JOURNAL OF SYMBOLIC COMPUTATION,"2,024",0.673,0.002450
3172,ZEITSCHRIFT FUR ANALYSIS UND IHRE ANWENDUNGEN,411,0.673,0.000760
3175,Doklady Biochemistry and Biophysics,524,0.672,0.000740
3175,Logical Methods in Computer Science,592,0.672,0.002110
3175,Structural Engineering International,770,0.672,0.000550
3178,Tehnicki Vjesnik-Technical Gazette,"1,199",0.670,0.001430
3179,COLEOPTERISTS BULLETIN,981,0.669,0.000850
3179,FERROELECTRICS,"5,032",0.669,0.002730
3179,MATHEMATICAL SOCIAL SCIENCES,982,0.669,0.001850
3182,GLASS PHYSICS AND CHEMISTRY,875,0.668,0.000650
3182,IEEJ Transactions on Electrical and Electronic Engineering,857,0.668,0.001170
3184,Eco mont-Journal on Protected Mountain Areas Research,92,0.667,0.000150
3184,JOURNAL OF THE CHINESE INSTITUTE OF ENGINEERS,739,0.667,0.000570
3186,KYBERNETIKA,778,0.664,0.000840
3187,AERONAUTICAL JOURNAL,"1,177",0.663,0.001090
3187,Chemical and Process Engineering-Inzynieria Chemiczna I Procesowa,349,0.663,0.000330
3187,Drvna Industrija,313,0.663,0.000270
3187,PAKISTAN JOURNAL OF AGRICULTURAL SCIENCES,998,0.663,0.000920
3191,ANNALES DE LA SOCIETE ENTOMOLOGIQUE DE FRANCE,"1,607",0.657,0.000500
3191,ICHTHYOLOGICAL RESEARCH,856,0.657,0.000850
3191,Iranian Journal of Science and Technology-Transactions of Electrical Engineering,109,0.657,0.000060
3191,THALASSAS,198,0.657,0.000260
3195,Journal of Ship Production and Design,157,0.656,0.000190
3196,PROCEEDINGS OF THE ENTOMOLOGICAL SOCIETY OF WASHINGTON,"1,270",0.655,0.000640
3197,COMPUTER ANIMATION AND VIRTUAL WORLDS,477,0.654,0.000710
3197,Revista Brasileira de Engenharia Agricola e Ambiental,"1,865",0.654,0.001840
3199,INTERNATIONAL JOURNAL OF ENGINEERING EDUCATION,"1,429",0.653,0.000990
3199,International Journal of Materials Research,"1,567",0.653,0.001280
3201,Intelligent Data Analysis,"1,000",0.651,0.000700
3201,JOURNAL OF CHEMICAL ENGINEERING OF JAPAN,"2,354",0.651,0.000870
3203,AFRICAN ENTOMOLOGY,688,0.650,0.000930
3203,ALGORITHMICA,"2,184",0.650,0.004640
3203,DOKLADY PHYSICS,824,0.650,0.001060
3206,Journal of Applied Mechanics and Technical Physics,"1,541",0.649,0.001100
3206,Journal of Geometric Mechanics,152,0.649,0.000670
3208,KSII Transactions on Internet and Information Systems,"1,218",0.648,0.001530
3209,MATHEMATICAL STRUCTURES IN COMPUTER SCIENCE,602,0.647,0.001550
3210,JOURNAL OF THE LEPIDOPTERISTS SOCIETY,500,0.646,0.000340
3210,Metallurgical Research & Technology,260,0.646,0.000510
3212,PESQUISA AGROPECUARIA BRASILEIRA,"3,915",0.644,0.002260
3213,Journal of the Southern African Institute of Mining and Metallurgy,"1,874",0.643,0.001220
3213,Sains Malaysiana,"1,762",0.643,0.001590
3215,ARS Mathematica Contemporanea,376,0.642,0.002190
3216,ELECTRONIC JOURNAL OF COMBINATORICS,"2,447",0.641,0.009570
3217,JOURNAL OF WUHAN UNIVERSITY OF TECHNOLOGY-MATERIALS SCIENCE EDITION,"2,382",0.640,0.001760
3218,PROGRAMMING AND COMPUTER SOFTWARE,227,0.637,0.000170
3219,Neural Network World,289,0.635,0.000210
3220,JOURNAL OF OPTOELECTRONICS AND ADVANCED MATERIALS,"2,088",0.631,0.000720
3221,JOURNAL OF THE KOREAN MATHEMATICAL SOCIETY,792,0.630,0.001640
3221,Journal of Fiber Science and Technology,73,0.630,0.000150
3221,Journal of Seed Science,260,0.630,0.000440
3224,HUMAN BIOLOGY,"1,688",0.629,0.000440
3225,Ingenieria e Investigacion,233,0.627,0.000280
3225,International Journal of Maritime Engineering,166,0.627,0.000260
3227,Materials Science-Medziagotyra,683,0.625,0.000480
3228,ACTA ENTOMOLOGICA MUSEI NATIONALIS PRAGAE,460,0.623,0.000820
3229,Asian Myrmecology,78,0.621,0.000180
3229,DISCRETE & COMPUTATIONAL GEOMETRY,"1,863",0.621,0.003880
3229,Journal of Materials Education,148,0.621,0.000030
3232,Baltic Journal of Road and Bridge Engineering,254,0.620,0.000240
3232,TAPPI JOURNAL,"1,035",0.620,0.000440
3234,MARINE TECHNOLOGY SOCIETY JOURNAL,981,0.619,0.000830
3234,University Politehnica of Bucharest Scientific Bulletin-Series A-Applied Mathematics and Physics,467,0.619,0.000600
3236,ACTA MATHEMATICA SINICA-ENGLISH SERIES,"1,665",0.618,0.003490
3236,Archives of Acoustics,474,0.618,0.000430
3238,IEICE TRANSACTIONS ON COMMUNICATIONS,"1,584",0.614,0.001450
3238,JOURNAL OF APPLIED ICHTHYOLOGY,"4,373",0.614,0.003210
3240,Biologically Inspired Cognitive Architectures,163,0.613,0.000360
3241,Fluid Dynamics,"1,202",0.610,0.000670
3241,JOURNAL OF ALGEBRA AND ITS APPLICATIONS,"1,092",0.610,0.005250
3243,International Journal of Surface Science and Engineering,212,0.607,0.000180
3244,JOURNAL OF AQUATIC PLANT MANAGEMENT,564,0.606,0.000220
3244,Journal of Friction and Wear,574,0.606,0.000470
3244,ZHURNAL OBSHCHEI BIOLOGII,342,0.606,0.000210
3247,AATCC Journal of Research,105,0.604,0.000200
3247,INTERNATIONAL JOURNAL OF OFFSHORE AND POLAR ENGINEERING,684,0.604,0.000440
3247,IRANIAN JOURNAL OF CHEMISTRY & CHEMICAL ENGINEERING-INTERNATIONAL ENGLISH EDITION,638,0.604,0.000360
3250,Engenharia Agricola,960,0.603,0.001010
3251,Contemporary Problems of Ecology,522,0.602,0.000720
3252,APPLICABLE ALGEBRA IN ENGINEERING COMMUNICATION AND COMPUTING,409,0.600,0.000980
3252,JOURNAL OF THE AMERICAN POMOLOGICAL SOCIETY,192,0.600,0.000110
3254,Gradevinar,397,0.599,0.000380
3254,SENSORS AND MATERIALS,645,0.599,0.000850
3256,JOURNAL OF ELECTRONIC TESTING-THEORY AND APPLICATIONS,411,0.596,0.000580
3256,Journal of Cellular Automata,144,0.596,0.000300
3258,JOURNAL OF FUNCTIONAL PROGRAMMING,248,0.595,0.000390
3259,Problems of Information Transmission,707,0.593,0.000720
3260,China Petroleum Processing & Petrochemical Technology,273,0.592,0.000270
3260,STRENGTH OF MATERIALS,877,0.592,0.000540
3262,AUTOMATION AND REMOTE CONTROL,"1,698",0.591,0.001410
3263,COMPEL-THE INTERNATIONAL JOURNAL FOR COMPUTATION AND MATHEMATICS IN ELECTRICAL AND ELECTRONIC ENGINEERING,907,0.590,0.000770
3263,Journal of Plant Registrations,639,0.590,0.000630
3265,International Journal of Clothing Science and Technology,616,0.589,0.000390
3266,ARTHROPODA SELECTA,338,0.588,0.000330
3266,NEW ZEALAND ENTOMOLOGIST,196,0.588,0.000120
3268,ARCHIVES OF METALLURGY AND MATERIALS,"1,855",0.586,0.002150
3268,Mathematical Population Studies,185,0.586,0.000160
3268,Radiophysics and Quantum Electronics,"1,093",0.586,0.001030
3268,Science and Technology of Energetic Materials,149,0.586,0.000100
3272,ACTA BIOLOGICA HUNGARICA,545,0.585,0.000390
3272,RUSSIAN JOURNAL OF NONDESTRUCTIVE TESTING,647,0.585,0.000320
3272,Revista Mexicana de Biodiversidad,"1,364",0.585,0.002280
3275,BRAZILIAN JOURNAL OF OCEANOGRAPHY,657,0.583,0.000710
3276,ANZIAM JOURNAL,487,0.581,0.000520
3277,Transactions of FAMENA,185,0.580,0.000200
3278,BRAZILIAN ARCHIVES OF BIOLOGY AND TECHNOLOGY,"2,588",0.579,0.001300
3279,Drewno,174,0.578,0.000190
3280,Ochrona Srodowiska,255,0.576,0.000110
3280,Russian Journal of Non-Ferrous Metals,471,0.576,0.000550
3282,IEICE TRANSACTIONS ON ELECTRONICS,"1,035",0.574,0.001140
3283,TRANSACTIONS OF THE CANADIAN SOCIETY FOR MECHANICAL ENGINEERING,366,0.573,0.000280
3284,Cement Wapno Beton,222,0.571,0.000140
3284,MAYDICA,682,0.571,0.000270
3284,TURKIYE ENTOMOLOJI DERGISI-TURKISH JOURNAL OF ENTOMOLOGY,311,0.571,0.000330
3287,TRAVAIL HUMAIN,256,0.567,0.000150
3288,COMPUTATIONAL MATHEMATICS AND MATHEMATICAL PHYSICS,"2,288",0.565,0.001700
3288,INTERNATIONAL JOURNAL OF GAME THEORY,"1,327",0.565,0.001810
3290,Glasnik Matematicki,318,0.564,0.000590
3291,ITEA-Informacion Tecnica Economica Agraria,142,0.563,0.000070
3292,SOUTHWESTERN ENTOMOLOGIST,754,0.561,0.000920
3293,Bioagro,162,0.560,0.000050
3294,ARCHIVE FOR HISTORY OF EXACT SCIENCES,373,0.559,0.000360
3294,CRUSTACEANA,"2,168",0.559,0.001510
3296,AMERICAN MALACOLOGICAL BULLETIN,558,0.558,0.000450
3297,INTEGRATED FERROELECTRICS,"1,244",0.557,0.001110
3297,RUSSIAN JOURNAL OF ECOLOGY,977,0.557,0.000590
3297,THEORETICAL FOUNDATIONS OF CHEMICAL ENGINEERING,908,0.557,0.000550
3300,CIENCIA RURAL,"3,603",0.556,0.003370
3300,DIFFERENTIAL GEOMETRY AND ITS APPLICATIONS,934,0.556,0.003030
3300,INFINITE DIMENSIONAL ANALYSIS QUANTUM PROBABILITY AND RELATED TOPICS,896,0.556,0.000820
3303,ELECTROMAGNETICS,451,0.553,0.000320
3304,Image Analysis & Stereology,352,0.550,0.000320
3305,METALLURGIA ITALIANA,315,0.546,0.000250
3306,GLASS AND CERAMICS,676,0.545,0.000260
3306,NORTHWEST SCIENCE,756,0.545,0.000400
3308,Applications of Mathematics,387,0.544,0.000680
3308,Moscow Mathematical Journal,577,0.544,0.002170
3310,FREQUENZ,293,0.543,0.000390
3311,Asian Journal of Mathematics,623,0.542,0.002370
3311,Revista Romana de Materiale-Romanian Journal of Materials,215,0.542,0.000150
3313,CIENCIAS MARINAS,660,0.541,0.000410
3313,JOURNAL OF INFORMATION SCIENCE AND ENGINEERING,645,0.541,0.000530
3313,Solid Fuel Chemistry,396,0.541,0.000300
3316,Journal of the South African Institution of Civil Engineering,167,0.540,0.000180
3317,JOURNAL OF COMPUTER AND SYSTEMS SCIENCES INTERNATIONAL,447,0.538,0.000420
3317,JOURNAL OF MATHEMATICAL SOCIOLOGY,"1,028",0.538,0.000530
3317,LASERS IN ENGINEERING,258,0.538,0.000220
3317,NORTHEASTERN NATURALIST,713,0.538,0.000710
3321,INDIAN JOURNAL OF BIOCHEMISTRY & BIOPHYSICS,"1,073",0.537,0.000270
3321,Journal of Vibration Engineering & Technologies,191,0.537,0.000200
3323,INTERNATIONAL JOURNAL OF TROPICAL INSECT SCIENCE,385,0.536,0.000450
3324,JOURNAL OF ENTOMOLOGICAL SCIENCE,649,0.535,0.000450
3325,Ciencia e Investigacion Agraria,384,0.533,0.000260
3325,FOLIA BIOLOGICA-KRAKOW,366,0.533,0.000340
3327,International Journal of Nanotechnology,546,0.532,0.000450
3327,Journal of Pseudo-Differential Operators and Applications,150,0.532,0.000680
3329,Legume Research,550,0.531,0.000580
3329,TOPOLOGY AND ITS APPLICATIONS,"2,831",0.531,0.005770
3331,HEMOGLOBIN,917,0.526,0.000970
3332,INTERNATIONAL JOURNAL OF FOUNDATIONS OF COMPUTER SCIENCE,577,0.523,0.001320
3333,DYNAMIC SYSTEMS AND APPLICATIONS,312,0.522,0.000310
3333,MECHANICAL ENGINEERING,"1,205",0.522,0.000320
3333,Revista de la Union Matematica Argentina,166,0.522,0.000290
3336,INDIAN JOURNAL OF ENGINEERING AND MATERIALS SCIENCES,874,0.521,0.000420
3337,Kuwait Journal of Science,207,0.519,0.000340
3338,Ukrainian Mathematical Journal,"1,052",0.518,0.000920
3339,ADVANCED COMPOSITES LETTERS,188,0.517,0.000140
3339,Journal of Advanced Mechanical Design Systems and Manufacturing,546,0.517,0.000560
3339,Portugaliae Mathematica,378,0.517,0.000560
3342,FORMAL ASPECTS OF COMPUTING,292,0.516,0.000580
3343,Journal of Superhard Materials,438,0.514,0.000340
3344,Journal of Hard Tissue Biology,234,0.513,0.000290
3345,MOLECULAR CRYSTALS AND LIQUID CRYSTALS,"4,304",0.512,0.001740
3346,International Journal of Aeronautical and Space Sciences,363,0.509,0.000400
3347,Annals of Combinatorics,478,0.507,0.001420
3347,PROGRESS IN COMPUTATIONAL FLUID DYNAMICS,485,0.507,0.000260
3349,AATCC REVIEW,157,0.500,0.000030
3349,German Journal of Agricultural Economics,150,0.500,0.000150
3349,JAPANESE JOURNAL OF APPLIED ENTOMOLOGY AND ZOOLOGY,396,0.500,0.000150
3349,NETWORK-COMPUTATION IN NEURAL SYSTEMS,761,0.500,0.000070
3349,POLISH JOURNAL OF ECOLOGY,667,0.500,0.000550
3349,SEED SCIENCE AND TECHNOLOGY,"1,388",0.500,0.000480
3349,Soil Mechanics and Foundation Engineering,344,0.500,0.000220
3356,THEORY OF COMPUTING SYSTEMS,668,0.497,0.001930
3357,COMPUTING AND INFORMATICS,350,0.496,0.000310
3358,REFRACTORIES AND INDUSTRIAL CERAMICS,511,0.494,0.000180
3359,Homology Homotopy and Applications,364,0.493,0.001810
3360,SHILAP-REVISTA DE LEPIDOPTEROLOGIA,325,0.491,0.000330
3361,South African Journal of Industrial Engineering,319,0.488,0.000380
3362,AT-Automatisierungstechnik,329,0.487,0.000320
3362,FUNCTIONAL ANALYSIS AND ITS APPLICATIONS,"1,979",0.487,0.001010
3364,PRZEMYSL CHEMICZNY,"1,233",0.485,0.000880
3364,RARE METAL MATERIALS AND ENGINEERING,"3,436",0.485,0.002660
3364,Romanian Journal of Information Science and Technology,159,0.485,0.000180
3367,JOURNAL OF COMMUNICATIONS TECHNOLOGY AND ELECTRONICS,"1,059",0.483,0.000700
3368,COMPUTER MUSIC JOURNAL,413,0.481,0.000140
3368,Inland Water Biology,307,0.481,0.000330
3368,Journal of Animal and Plant Sciences,"1,795",0.481,0.001920
3371,COSMIC RESEARCH,515,0.480,0.000470
3371,Journal of Magnetics,409,0.480,0.000560
3373,CIVIL ENGINEERING,406,0.478,0.000150
3374,COMPUTATIONAL GEOMETRY-THEORY AND APPLICATIONS,846,0.476,0.001490
3375,INDIAN JOURNAL OF CHEMICAL TECHNOLOGY,873,0.475,0.000300
3376,ISOKINETICS AND EXERCISE SCIENCE,467,0.474,0.000390
3377,CAHIERS DE BIOLOGIE MARINE,976,0.471,0.000540
3378,Journal of Agrometeorology,349,0.469,0.000320
3379,International Arab Journal of Information Technology,645,0.467,0.000450
3379,JOURNAL OF CERAMIC PROCESSING RESEARCH,"1,026",0.467,0.000570
3379,Journal of Mathematics and Music,91,0.467,0.000090
3379,Proceedings of the Steklov Institute of Mathematics,"1,051",0.467,0.003350
